MiNiMish,6,lose, ?????
MiNiMish,2,lose, easy
MiNiMish,8,lose, easy
MiNiMish,29,lose, easy
MiNiMish,7,lose, easy
MiNiMish,30,lose, easy
MiNiMish,6,lose, easy
MiNiMish,52,lose, easy
MiNiMish,446,lose, easy
